"","id","ad","education","ofjobs","yearsexp","honors","volunteer","military","empholes","occupspecific","occupbroad","workinschool","email","computerskills","specialskills","firstname","sex","race","h","l","call","city","kind","adid","fracblack","fracwhite","lmedhhinc","fracdropout","fraccolp","linc","col","expminreq","schoolreq","eoe","parent_sales","parent_emp","branch_sales","branch_emp","fed","fracblack_empzip","fracwhite_empzip","lmedhhinc_empzip","fracdropout_empzip","fraccolp_empzip","linc_empzip","manager","supervisor","secretary","offsupport","salesrep","retailsales","req","expreq","comreq","educreq","compreq","orgreq","manuf","transcom","bankreal","trade","busservice","othservice","missind","ownership"
"1","b","1",4,2,6,0,0,0,1,17,1,0,0,1,0,"Allison","f","w",0,1,0,"c","a",384,0.989359557628632,0.00550022022798657,9.52748394012451,0.274150967597961,0.0376615077257156,8.70632457733154,1,"5","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,""
"2","b","1",3,3,6,0,1,1,0,316,6,1,1,1,0,"Kristen","f","w",1,0,0,"c","a",384,0.0807356685400009,0.888373851776123,10.4088277816772,0.233686774969101,0.0872853547334671,9.53285884857178,0,"5","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,""
"3","b","1",4,1,6,0,0,0,0,19,1,1,0,1,0,"Lakisha","f","b",0,1,0,"c","a",384,0.104300543665886,0.837370216846466,10.4667539596558,0.101334653794765,0.591695487499237,10.5403289794922,1,"5","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,""
"4","b","1",3,4,6,0,1,0,1,313,5,0,1,1,1,"Latonya","f","b",1,0,0,"c","a",384,0.336165100336075,0.637369632720947,10.4319076538086,0.108847863972187,0.406575918197632,10.4121408462524,0,"5","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,""
"5","b","1",3,3,22,0,0,0,0,313,5,1,1,1,0,"Carrie","f","w",1,0,0,"c","a",385,0.397594660520554,0.180195599794388,9.87621879577637,0.312872767448425,0.0308468621224165,8.72826385498047,0,"some","",1,9.39999961853027,143,9.39999961853027,143,0,0.204763501882553,0.727045953273773,10.6193990707397,0.0704931393265724,0.369903087615967,10.0073518753052,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,"Nonprofit"
"6","b","1",4,2,6,1,0,0,0,266,4,0,0,0,1,"Jay","m","w",0,1,0,"c","s",386,0.336165100336075,0.637369632720947,10.4319076538086,0.108847863972187,0.406575918197632,10.4121408462524,1,"","",1,40,135,40,135,0,0.00814145803451538,0.973413050174713,11.1379556655884,0.0479582734405994,0.413306206464767,10.3937225341797,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Private"
"7","b","1",4,2,5,0,1,0,0,13,1,1,1,1,1,"Jill","f","w",1,0,0,"c","s",386,0.00279568345285952,0.952140212059021,10.4536008834839,0.236445277929306,0.124980084598064,9.62105846405029,1,"","",1,40,135,40,135,0,0.00814145803451538,0.973413050174713,11.1379556655884,0.0479582734405994,0.413306206464767,10.3937225341797,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Private"
"8","b","1",3,4,21,0,1,0,1,313,5,0,1,1,1,"Kenya","f","b",1,0,0,"c","a",385,0.116623893380165,0.72833925485611,10.2870473861694,0.139842763543129,0.365636080503464,9.93372535705566,0,"some","",1,9.39999961853027,143,9.39999961853027,143,0,0.204763501882553,0.727045953273773,10.6193990707397,0.0704931393265724,0.369903087615967,10.0073518753052,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,"Nonprofit"
"9","b","1",4,3,3,0,0,0,0,316,6,0,0,1,1,"Latonya","f","b",0,1,0,"c","s",386,0.0807356685400009,0.888373851776123,10.4088277816772,0.233686774969101,0.0872853547334671,9.53285884857178,1,"","",1,40,135,40,135,0,0.00814145803451538,0.973413050174713,11.1379556655884,0.0479582734405994,0.413306206464767,10.3937225341797,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Private"
"10","b","1",4,2,6,0,1,0,0,263,4,1,1,0,1,"Tyrone","m","b",1,0,0,"c","s",386,0.992042720317841,0.00481428811326623,8.84173774719238,0.295093417167664,0.0531816706061363,8.50734519958496,1,"","",1,40,135,40,135,0,0.00814145803451538,0.973413050174713,11.1379556655884,0.0479582734405994,0.413306206464767,10.3937225341797,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Private"
"11","b","1",4,4,8,0,1,0,1,379,6,0,1,1,1,"Aisha","f","b",1,0,0,"c","a",387,0.704645395278931,0.25216406583786,10.0048704147339,0.15066847205162,0.301994115114212,9.66820812225342,1,"some","",1,9.39999961853027,143,9.39999961853027,143,0,0.204763501882553,0.727045953273773,10.6193990707397,0.0704931393265724,0.369903087615967,10.0073518753052,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,"Nonprofit"
"12","b","1",4,4,8,0,0,0,0,316,6,1,1,1,0,"Allison","f","w",1,0,0,"c","a",387,0.992042720317841,0.00481428811326623,8.84173774719238,0.295093417167664,0.0531816706061363,8.50734519958496,1,"some","",1,9.39999961853027,143,9.39999961853027,143,0,0.204763501882553,0.727045953273773,10.6193990707397,0.0704931393265724,0.369903087615967,10.0073518753052,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,"Nonprofit"
"13","b","1",4,4,4,0,0,0,1,27,1,0,0,1,1,"Aisha","f","b",0,1,0,"c","a",388,0.945290684700012,0.0483303107321262,9.89242649078369,0.25186488032341,0.05598159506917,8.93406009674072,1,"","",1,18.3999996185303,55,NA,NA,0,0.00403025187551975,0.926485240459442,11.1297597885132,0.0498308278620243,0.394765645265579,10.5187005996704,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,"Private"
"14","b","1",4,2,4,0,0,0,0,21,1,1,0,1,0,"Carrie","f","w",0,1,0,"c","a",388,0.989495635032654,0.0048631252720952,9.4743185043335,0.257409632205963,0.048153780400753,8.69767951965332,1,"","",1,18.3999996185303,55,NA,NA,0,0.00403025187551975,0.926485240459442,11.1297597885132,0.0498308278620243,0.394765645265579,10.5187005996704,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,"Private"
"15","b","1",4,2,5,0,1,0,0,263,4,0,1,0,1,"Aisha","f","b",1,0,0,"c","s",389,0.97707724571228,0.0140997087582946,10.0320568084717,0.231248930096626,0.0547541528940201,8.87933349609375,1,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,""
"16","b","1",1,3,4,0,0,0,0,316,6,0,0,1,1,"Geoffrey","m","w",0,1,0,"c","s",389,0.989495635032654,0.0048631252720952,9.4743185043335,0.257409632205963,0.048153780400753,8.69767951965332,0,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,""
"17","b","1",4,3,5,0,1,0,0,268,4,1,1,0,0,"Matthew","m","w",1,0,0,"c","s",389,0.051354181021452,0.891093134880066,10.6310606002808,0.0744308531284332,0.542473495006561,10.5600481033325,1,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,""
"18","b","1",4,3,6,0,0,0,0,267,4,0,0,0,1,"Tamika","f","b",0,1,0,"c","s",389,0.198823526501656,0.569167613983154,10.0682811737061,0.139711424708366,0.288013309240341,9.64749813079834,1,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,""
"19","b","1",4,2,6,1,1,0,0,266,4,1,1,0,1,"Jill","f","w",1,0,0,"c","s",390,NA,NA,NA,NA,NA,NA,1,"","",0,77.6999969482422,850,NA,NA,0,0.00765955820679665,0.952218055725098,10.8764419555664,0.059489868581295,0.323507040739059,10.0322761535645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Private"
"20","b","1",2,2,8,0,0,0,1,265,4,0,0,0,0,"Latonya","f","b",0,1,0,"c","s",390,0.832138895988464,0.138726100325584,9.69264316558838,0.217792436480522,0.158367097377777,9.2406759262085,0,"","",0,77.6999969482422,850,NA,NA,0,0.00765955820679665,0.952218055725098,10.8764419555664,0.059489868581295,0.323507040739059,10.0322761535645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Private"
"21","b","1",4,3,4,0,1,0,0,316,6,1,1,1,1,"Leroy","m","b",1,0,0,"c","s",390,0.198823526501656,0.569167613983154,10.0682811737061,0.139711424708366,0.288013309240341,9.64749813079834,1,"","",0,77.6999969482422,850,NA,NA,0,0.00765955820679665,0.952218055725098,10.8764419555664,0.059489868581295,0.323507040739059,10.0322761535645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Private"
"22","b","1",4,3,3,0,0,0,0,317,6,0,0,1,1,"Todd","m","w",0,1,0,"c","s",390,0.336165100336075,0.637369632720947,10.4319076538086,0.108847863972187,0.406575918197632,10.4121408462524,1,"","",0,77.6999969482422,850,NA,NA,0,0.00765955820679665,0.952218055725098,10.8764419555664,0.059489868581295,0.323507040739059,10.0322761535645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Private"
"23","b","1",2,2,2,0,0,0,0,265,4,0,0,0,0,"Allison","f","w",0,1,0,"c","s",392,0.00217499886639416,0.789266765117645,10.247857093811,0.299457043409348,0.0711788460612297,9.3661470413208,0,"","somcol",0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,""
"24","b","1",4,3,7,0,0,0,1,313,5,0,0,1,0,"Carrie","f","w",0,1,0,"c","a",391,0.270733058452606,0.549156010150909,10.0619859695435,0.148723587393761,0.2423275411129,9.43843173980713,1,"some","colp",0,2092.5,8667,NA,NA,1,0.832138895988464,0.138726100325584,9.69264316558838,0.217792436480522,0.158367097377777,9.2406759262085,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,"Nonprofit"
"25","b","1",4,3,3,0,1,0,0,316,6,0,1,1,1,"Greg","m","w",1,0,0,"c","s",392,0.181469514966011,0.571832776069641,10.2178239822388,0.258002668619156,0.0734085217118263,9.19156551361084,1,"","somcol",0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,""
"26","b","1",4,4,6,0,0,0,1,313,5,1,0,1,0,"Keisha","f","b",0,1,0,"c","a",391,0.454302966594696,0.27144917845726,9.89560699462891,0.248141512274742,0.151171937584877,9.291090965271,1,"some","colp",0,2092.5,8667,NA,NA,1,0.832138895988464,0.138726100325584,9.69264316558838,0.217792436480522,0.158367097377777,9.2406759262085,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,"Nonprofit"
"27","b","1",1,3,4,0,1,0,0,316,6,0,1,1,1,"Keisha","f","b",1,0,0,"c","s",392,0.691106796264648,0.156322836875916,10.0996294021606,0.228157579898834,0.0509336329996586,8.95995426177979,0,"","somcol",0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,""
"28","b","1",3,4,6,0,1,0,1,313,5,0,1,1,1,"Kristen","f","w",1,0,0,"c","a",391,0.15995018184185,0.347766757011414,9.84177207946777,0.304798632860184,0.0369772836565971,8.81031036376953,0,"some","colp",0,2092.5,8667,NA,NA,1,0.832138895988464,0.138726100325584,9.69264316558838,0.217792436480522,0.158367097377777,9.2406759262085,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,"Nonprofit"
"29","b","1",3,3,7,0,0,0,0,313,5,1,1,1,0,"Lakisha","f","b",1,0,0,"c","a",391,0.051354181021452,0.891093134880066,10.6310606002808,0.0744308531284332,0.542473495006561,10.5600481033325,0,"some","colp",0,2092.5,8667,NA,NA,1,0.832138895988464,0.138726100325584,9.69264316558838,0.217792436480522,0.158367097377777,9.2406759262085,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,"Nonprofit"
"30","b","1",4,3,2,0,0,0,0,317,6,0,0,1,1,"Tamika","f","b",0,1,0,"c","s",392,0.691106796264648,0.156322836875916,10.0996294021606,0.228157579898834,0.0509336329996586,8.95995426177979,1,"","somcol",0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,""
"31","b","1",2,2,6,0,0,0,0,189,1,0,0,1,0,"Allison","f","w",0,1,0,"c","a",393,0.0807356685400009,0.888373851776123,10.4088277816772,0.233686774969101,0.0872853547334671,9.53285884857178,0,"","",0,NA,NA,NA,NA,NA,0.198823526501656,0.569167613983154,10.0682811737061,0.139711424708366,0.288013309240341,9.64749813079834,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,""
"32","b","1",3,4,6,0,0,0,0,185,1,1,0,1,0,"Keisha","f","b",0,1,0,"c","a",393,0.198823526501656,0.569167613983154,10.0682811737061,0.139711424708366,0.288013309240341,9.64749813079834,0,"","",0,NA,NA,NA,NA,NA,0.198823526501656,0.569167613983154,10.0682811737061,0.139711424708366,0.288013309240341,9.64749813079834,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,""
"33","b","1",3,2,9,0,1,0,1,255,3,0,1,1,0,"Kristen","f","w",1,0,0,"c","a",393,0.109748370945454,0.50744640827179,9.86925792694092,0.29933825135231,0.0941143184900284,9.02833843231201,0,"","",0,NA,NA,NA,NA,NA,0.198823526501656,0.569167613983154,10.0682811737061,0.139711424708366,0.288013309240341,9.64749813079834,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,""
"34","b","1",4,3,6,1,0,0,1,323,6,1,1,1,0,"Latonya","f","b",1,0,0,"c","a",393,0.512182354927063,0.298899203538895,9.66287994384766,0.257437974214554,0.0357846468687057,8.73327159881592,1,"","",0,NA,NA,NA,NA,NA,0.198823526501656,0.569167613983154,10.0682811737061,0.139711424708366,0.288013309240341,9.64749813079834,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,""
"35","b","1",2,2,4,0,0,0,0,265,4,0,0,0,0,"Brad","m","w",0,1,0,"c","s",395,0.704645395278931,0.25216406583786,10.0048704147339,0.15066847205162,0.301994115114212,9.66820812225342,0,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,""
"36","b","1",3,3,5,0,1,0,0,379,6,1,1,1,0,"Jill","f","w",1,0,0,"c","a",394,0.270733058452606,0.549156010150909,10.0619859695435,0.148723587393761,0.2423275411129,9.43843173980713,0,"3","",1,4,30,4,30,0,0.00403025187551975,0.926485240459442,11.1297597885132,0.0498308278620243,0.394765645265579,10.5187005996704,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,"Private"
"37","b","1",4,3,4,0,0,0,1,313,5,0,0,1,0,"Keisha","f","b",0,1,0,"c","a",394,0.397594660520554,0.180195599794388,9.87621879577637,0.312872767448425,0.0308468621224165,8.72826385498047,1,"3","",1,4,30,4,30,0,0.00403025187551975,0.926485240459442,11.1297597885132,0.0498308278620243,0.394765645265579,10.5187005996704,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,"Private"
"38","b","1",4,3,3,0,0,0,0,317,6,0,0,0,1,"Keisha","f","b",0,1,0,"c","s",395,0.97707724571228,0.0140997087582946,10.0320568084717,0.231248930096626,0.0547541528940201,8.87933349609375,1,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,""
"39","b","1",3,3,4,0,1,1,0,316,6,1,1,1,0,"Lakisha","f","b",1,0,0,"c","a",394,0.217249035835266,0.495773434638977,9.96505260467529,0.197265401482582,0.223429813981056,9.42294883728027,0,"3","",1,4,30,4,30,0,0.00403025187551975,0.926485240459442,11.1297597885132,0.0498308278620243,0.394765645265579,10.5187005996704,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,"Private"
"40","b","1",4,3,5,0,1,0,0,267,4,1,1,0,1,"Laurie","f","w",1,0,0,"c","s",395,0.00279568345285952,0.952140212059021,10.4536008834839,0.236445277929306,0.124980084598064,9.62105846405029,1,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,""
"41","b","1",4,2,5,1,0,0,1,313,5,0,0,1,0,"Meredith","f","w",0,1,0,"c","a",394,0.104300543665886,0.837370216846466,10.4667539596558,0.101334653794765,0.591695487499237,10.5403289794922,1,"3","",1,4,30,4,30,0,0.00403025187551975,0.926485240459442,11.1297597885132,0.0498308278620243,0.394765645265579,10.5187005996704,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,"Private"
"42","b","1",4,3,5,0,1,0,0,17,1,1,1,0,1,"Tyrone","m","b",1,0,0,"c","s",395,0.530870318412781,0.294441521167755,10.2440586090088,0.21617366373539,0.0943480581045151,9.26662635803223,1,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,""
